Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop
40237,57173,490010031S,MORGAN ROAD,540247,170091,202,FR15,0
40238,48913,490006029S,DEN CLOSE,538744,168495,128,FL15,0
40239,58691,490012592N,SEVENOAKS ROAD / ORPINGTON HOSPITAL,545829,164965,30,F401,0
40240,48371,490009639N,MARDEN AVENUE,540264,167062,30,FG21,0
40241,51316,490009639S,MARDEN AVENUE,540255,167027,210,FG21,0
40242,59141,490006385S,EASTWAY,540169,166877,209,FG22,0
40243,47316,490006385N,EASTWAY,540150,166861,29,FG22,0
40244,76337,490001060B,CHELSFIELD STATION #,546733,164122,267,F415,0
40245,53454,490008906E,LADYWOOD AVENUE,545496,167857,83,F927,0
40246,71511,2400A034770A,FORCE GREEN,544760,155087,343,FA52,0
40247,51962,2400A034760A,FORCE GREEN,544766,155110,158,FA52,0
40248,74745,2400A034750A,PILGRIMS WAY,544152,155754,334,FA51,0
40249,54067,2400A034740A,PILGRIMS WAY,544127,155831,154,FA51,0
40250,76576,4.90E+10,OLEANDER CLOSE,544873,164253,102,FD23,0
40251,51715,4.90E+09,OLEANDER CLOSE,544845,164249,282,FD23,0
403,76305,490000142J,PORTLAND RISE ESTATE,532113,187382,153,D808,0
4074,58857,490006756E,FARNBOROUGH COMMON / P R U HOSPITAL,543219,164846,135,FD05,0
4075,50281,490006753S,FARNBOROUGH HIGH STREET / CHURCH ROAD,544235,164282,279,FD11,0
4083,56612,490006754P,FARNBOROUGH GREEN,543848,164374,323,FD10,0
410,55038,490001020N,BELMONT STATION # / BRIGHTON ROAD,525637,162156,23,J608,0
41001,76124,490014077W,VILLAGE GREEN ROAD,552233,175101,264,EE11,0
411,53259,490000184Z,PUTNEY BRIDGE STATION <>,524496,175836,192,6H03,0
4125,55620,490007632S,HADLEY HIGHSTONE,524647,197779,191,TM11,0
4126,76723,490007632N,HADLEY HIGHSTONE,524653,197844,18,TM11,0
4127,55104,490003634G,BARNET HIGH STREET / BARNET CHURCH,524677,196426,126,TJ02,0
415,74940,490003577E,KILBURN LANE,523852,182885,69,RD07,0
416,56437,490013704N,TOMSWOOD HILL,544468,190603,4,XL06,0
418,53099,490001088B,PENWITH ROAD,526016,173116,229,5K07,0
419,76794,490001088A,PENWITH ROAD,525993,173114,58,5K07,0
42,47694,490000042Z2,ACTON MARKET PLACE,520050,180283,345,Q211,0
4208,48348,490012619K,STATION ROAD / THE GREEN,538654,194342,237,Y009,0
421,48876,490007523C,BRIXTON ACADEMY,531034,175685,309,4F02,0
4279,71028,490014145E,WALNUT TREE ROAD,548210,186885,86,WB07,0
4282,49698,490007314W,GALE STREET / GORESBROOK LEISURE CENTRE,547644,183549,264,W701,0
4283,73692,490007314E,GALE STREET / GORESBROOK LEISURE CENTRE,547811,183589,98,W701,0
4284,71161,490004086W,BLAKE AVENUE,545380,183925,267,W301,0
4285,48087,490004086E,BLAKE AVENUE,545414,183941,92,W301,0
4289,75669,490012619L,STATION ROAD / THE GREEN,538722,194399,69,Y009,0
429,73914,490001069D,CLAPHAM JUNCTION STATION #,527332,175440,57,5704,0
4292,48474,490005178G,CHINGFORD MOUNT,537214,192753,262,Y203,0
4294,58005,490014551Y,WHALEBONE LANE NORTH,548269,189071,272,WE01,0
4295,59273,490014551E,WHALEBONE LANE NORTH,548339,189098,91,WE01,0
4296,77248,490014145W,WALNUT TREE ROAD,548123,186869,276,WB07,0
4298,55414,490008541H,JAPAN ROAD,547847,187948,254,WD02,0
43,54038,490005234N,CHRISTCHURCH ROAD,530417,173401,9,4L01,0
43001,59551,490014026S,VERDANT LANE / SANDHURST ROAD,539379,173329,158,2F16,0
43002,72259,490014026N,VERDANT LANE / SANDHURST ROAD,539381,173301,335,2F16,0
43003,75754,490006155S1,PASTURE ROAD,539472,173119,166,2F17,0
43004,71917,490012549E,SANDHURST ROAD / ST ANDREWS CHURCH,538990,173359,86,2F04,0
43005,49545,490009936L,MINARD ROAD,539154,173368,86,2F14,0
43006,53662,490014368W,SANDHURST ROAD / VERDANT LANE,539306,173369,266,2F15,0
43007,57319,490014368E,SANDHURST ROAD / VERDANT LANE,539308,173378,86,2F15,0
43008,47132,490009936V,MINARD ROAD,539160,173360,266,2F14,0
43011,57591,490003147E,ALBEMARLE ROAD,538848,169479,69,FL14,0
43015,76736,490001224A,PENGE EAST STATION #,535463,170814,18,FN01,0
4303,55075,490011099E,POOLES LANE,548457,183516,114,WG01,0
431,49399,490005332P,CLAPHAM JUNCTION / THE FALCON,527374,175397,351,5707,0
4318,55785,490019701NU,ALDBOROUGH ROAD SOUTH,545538,188610,228,XP03,0
4319,48345,490010504E,OAKS LANE,545254,188432,62,X801,0
432,52825,490013704S,TOMSWOOD HILL,544476,190574,184,XL06,0
4321,73506,490000085G,GANTS HILL STATION <>,543165,188441,87,X712,0
4322,57874,490003171E,ALDBOROUGH ROAD NORTH,545499,188610,49,XP03,0
4323,71255,490013332E,THE DRIVE,542430,188396,85,X905,0
4325,75642,490008371E,HORNS ROAD,544415,188161,103,X805,0
4326,75011,490003620D,BARLEY LANE,546692,189205,92,XR03,0
4328,51626,490012344W,SOUTH VIEW CRESCENT,543705,188309,284,X707,0
4329,53674,490003452E,ASHURST DRIVE,543816,188309,104,X707,0
4331,58641,490012330W,SOUTH PARK DRIVE,545099,186554,244,X210,0
434,77113,490001296N,MITCHAM ROAD / TOOTING STATION #,527963,170716,22,5.00E+13,0
4346,50037,490009720W,MAWNEY ROAD,550215,189311,225,VB14,0
4347,56675,490009720E,MAWNEY ROAD,550188,189324,44,VB14,0
4348,51393,490003558E,LINKS AVENUE,552695,189917,60,VL04,0
435,75550,490001296S,TOOTING STATION #,527962,170678,198,5.00E+13,0
4350,47861,490011657N1,CEDAR ROAD,550640,189604,333,VB04,0
4358,74542,490014845N,EMPRESS AVENUE,539942,191153,358,XB06,0
4359,52267,490014845S,ST ALBANS ROAD,539996,190981,156,XB06,0
436,55607,490001149N,HERNE HILL STATION #,531947,174319,105,4.00E+10,0
4363,52356,490014847N,WOODFORD GREEN / BROADMEAD ROAD,540046,191962,21,XA02,0
437,52643,490001149L,HERNE HILL STATION #,531914,174314,291,4.00E+10,0
4380,72446,490015405RH,BISHOPSFORD ROAD / ROSE HILL ROUNDABOUT,526171,166722,45,JA09,0
4383,49496,40004410116B,WHYTELEAFE AND UPPER WARLINGHAM STATIONS #,533934,158428,193,ZC10,0
4384,72343,40004410116A,WHYTELEAFE AND UPPER WARLINGHAM STATIONS #,533921,158402,2,ZC10,0
4385,50984,490015438S,SMITHAM DOWNS ROAD,530485,160375,225,H529,0
4388,55107,490012207W2,WINDERMERE ROAD,530377,160236,304,H613,0
4390,54989,490012207W1,WINDERMERE ROAD,530407,160226,124,H613,0
4391,49515,490011274W,PURLEY TESCO,531144,161438,32,H525,0
4392,71908,490014892S,WOODPLACE LANE,529290,158029,198,H627,0
4395,50649,490014892N,WOODPLACE LANE,529325,158204,17,H627,0
4396,72577,490011259D,PURLEY / DOWNLANDS PRECINCT,531321,161693,44,H511,0
4397,49879,490005639S,COULSDON COURT ROAD,530825,158960,161,H616,0
4399,47909,490014843N,WOODFIELD HILL,529160,157734,24,H628,0
4400,76210,490014843S,WOODFIELD HILL,529173,157721,204,H628,0
44002,53979,490005979S,DARWIN ROAD,545777,175790,200,EA24,0
44003,71258,490005979N,DARWIN ROAD,545740,175706,14,EA23,0
44004,51791,490004694W,CAMBRIDGE AVENUE,545775,175499,142,EA23,0
44005,52555,490015011N,YORKLAND AVENUE,545856,175303,45,EA22,0
44006,71040,4.90E+09,ELTHAM HIGH STREET / FOOTS CRAY ROAD,543320,174445,94,G809,0
44007,50206,490015264W1,BLACKHEATH / ROYAL STANDARD,540405,177352,232,GJ03,0
44009,73777,490005672W,MIDDLE PARK AVENUE / COURT ROAD,542461,173339,279,GC21,0
4401,73507,490011270M,PURLEY STATION # / PURLEY HIGH STREET,531321,161538,132,H507,0
44010,52710,490005672E,MIDDLE PARK AVENUE / COURT ROAD,542426,173354,99,GC21,0
44011,57198,4.90E+10,ELTHAM GARDENS,542248,173387,288,GD06,0
44012,55950,4.90E+09,ELTHAM GARDENS,542238,173401,108,GD06,0
44013,53276,490009851W,THE VISTA,542006,173517,335,GD05,0
44014,75051,490009851S,THE VISTA,542012,173526,157,GD05,0
44015,55700,490010238E,NEWMARKET GREEN,541887,173769,144,GD02,0
44016,76693,490010491W,OAKLANDS AVENUE,545933,173664,237,EM08,0
44017,51227,490010491E,OAKLANDS AVENUE,545905,173657,54,EM08,0
4402,72369,490013437S,THE KENLEY HOTEL / KENLEY STATION #,532431,160252,118,H805,0
44020,71032,490008706E,KIDBROOKE WAY,541220,176015,113,GK09,0
44021,48944,490008706W,KIDBROOKE WAY,541164,176025,293,GK09,0
44022,55352,490004360E,BOWATER PLACE,540807,177178,102,GJ18,0
44023,56481,490004360W,BOWATER PLACE,540778,177173,283,GJ18,0
44025,49806,4.90E+09,STRATHEDEN ROAD,540384,177279,103,GJ19,0
44026,52458,490007510N,THE PLAZA,539496,178212,344,GR11,0
44027,72358,490007601S,GUNNER LANE,543321,178162,203,G102,0
44029,71011,490004729S,CAMPFIELD ROAD,541710,174015,135,GD01,0
4403,52600,490013437W,THE KENLEY HOTEL / KENLEY STATION #,532476,160213,298,H805,0
44030,72373,490007210N,CAMPFIELD ROAD,541731,173972,331,GD01,0
4404,54379,490005637N1,COULSDON TOWN STATION #,529887,159702,40,H603,0
4405,48925,40004410119A,OLD BARN LANE,533654,159145,347,H801,0
4406,54714,40004410119B,OLD BARN LANE,533657,159184,171,H801,0
4407,71812,490012726N,ST JAMES ROAD,531840,160749,330,H504,0
4408,56961,490012726S,ST JAMES ROAD,531928,160636,144,H504,0
4409,48619,490011897N,SANDERSTEAD METHODIST CHURCH,534304,160614,333,H132,0
441,50465,490003577W,WAKEMAN ROAD,523835,182863,249,RD07,0
4410,58322,490008251N,HILTON WAY,534729,160043,337,H134,0
4411,59114,490008251S,HILTON WAY,534759,160007,154,H134,0
4412,52764,490001244B,SANDERSTEAD STATION #,532946,162774,189,H125,0
4413,76490,490015423N,SANDERSTEAD / ALL SAINTS CHURCH,534023,161333,355,H129,0
4415,74977,490001258F,RUSKIN PARADE / SOUTH CROYDON STATION #,532572,164385,144,HD10,0
4417,57154,490004367N,SUMNER ROAD,531728,166667,321,HA02,0
4418,75908,490004367S,SUMNER ROAD,531833,166550,144,HA02,0
4419,51895,490007099S,LONDON ROAD / GALPINS ROAD,531036,168500,155,HP12,0
442,76880,490003583S,BANISTER ROAD,523833,182775,154,RD17,0
4420,58244,490001324W6,WEST CROYDON STATION #,532099,166121,149,HA04,0
4423,76072,490011481S,SANDERSTEAD ROAD,532503,163141,200,H402,0
4425,49897,490001209B,NORBURY STATION #,530635,169660,338,HN01,0
443,74648,490011289JB,PUTNEY ARTS THEATRE,523702,175134,298,5S11,0
445,47599,490010878C,PECKHAM LIBRARY,534200,176873,347,3M14,0
4451,72717,490003402N,GREEN LANE,511001,175614,324,N820,0
4457,49286,4.90E+09,HENLYS ROUNDABOUT,511424,176437,111,N514,0
446,74875,490010878D,PECKHAM LIBRARY,534222,176835,168,3M14,0
44624,53054,490012911W,STRATHEDEN ROAD,540386,177265,283,GJ19,0
447,55875,490009531W,MALT STREET,534088,178040,297,3J04,0
4471,52419,40004405129A,ESHER ROAD,514876,167922,84,2Z10,0
4473,58849,40004405127A,DENNIS ROAD,514109,168196,112,2Z14,0
4474,75705,40004405127B,DENNIS ROAD,514142,168169,292,2Z14,0
4477,47983,490014817S,WOODBINES AVENUE,517800,168605,177,K116,0
4479,51131,490009558S,MANOR GATE ROAD,519165,169646,219,K014,0
448,71447,490009531E,MALT STREET,534130,178037,118,3J03,0
4480,50104,490013035N,SURBITON ROAD / PENRHYN ROAD,518055,168301,323,K603,0
4483,50429,490013663N,TIFFIN GIRLS SCHOOL,517915,171033,329,K005,0
4486,74961,490013034S,SURBITON CRESCENT,518072,168215,236,K603,0
4489,54303,490012311S,SOUTH LANE,521047,167332,232,KA03,0
449,57258,490010622BA,ORCHARD STREET / SELFRIDGES,528188,181137,163,606,0
4490,54219,490010960N,PETERBOROUGH ROAD,526907,167412,35,LD11,0
4491,50461,490010960S,PETERBOROUGH ROAD,526935,167433,215,LD11,0
4493,52858,490012037S,SHANNON CORNER / BEVERLEY WAY,522386,168294,207,LH07,0
4495,56757,490000055D,COLLIERS WOOD STATION <>,526818,170445,31,L501,0
45,77079,40004402021A,BIRCH GREEN,504145,171856,69,7Z04,0
450,53720,490011133M,PORTMAN STREET / SELFRIDGES,528033,181090,343,606,0
4500,48075,490007691N,HAM COMMON,517804,171791,16,MA06,0
4501,57660,490007691S,HAM PARADE,517788,171549,180,K008,0
4503,48592,490011927N,SANDY LANE,517984,172623,13,MA09,0
4505,75305,490006377SE,MANOR ROAD / NORTH SHEEN STATION #,518942,175017,273,M815,0
4506,72056,490012050G,ETON STREET,518061,174960,96,M706,0
4507,56793,490008155E,HIGHFIELD ROAD / OAKDENE DRIVE,520248,166705,35,K919,0
4508,51993,490008155S,OAKDENE DRIVE / HIGHFIELD ROAD,520176,166520,211,K919,0
451,72275,490014013N,VASSALL ROAD,531181,177061,3,4812,0
4510,74121,490013701C,TOLWORTH TOWER / TOLWORTH STATION #,519832,165931,212,K917,0
4513,55662,490008305N,HOLLYFIELD ROAD,518667,166569,330,K808,0
4514,50123,490008305S,HOLLYFIELD ROAD,518665,166601,151,K808,0
4515,77571,490007205N,SOUTHBOROUGH HIGH SCHOOL,518173,165498,12,KB05,0
4516,51194,490007205S,SOUTHBOROUGH HIGH SCHOOL,518185,165496,192,KB04,0
4517,47243,490013474N,THE NORTH STAR,518020,164921,11,KB07,0
4518,77265,490013474S,THE NORTH STAR,518033,164857,186,KB07,0
452,52437,490014013S,VASSALL ROAD,531186,176922,183,4812,0
4520,54353,490005121Y,CHESSINGTON WORLD OF ADVENTURES,517567,162582,189,KC06,0
4521,75395,490011796N,RUSHETT LANE,517192,161457,20,KC08,0
4522,50006,490011796S,RUSHETT LANE,517195,161440,200,KC08,0
4523,52339,490006490L,ELLINGHAM ROAD,517736,163662,24,KC01,0
4524,56273,490006490M,ELLINGHAM ROAD,517778,163722,206,KC01,0
4527,77391,490001286P,SUTTON STATION #,526009,163842,348,J717,0
4529,51073,490001020S,BELMONT STATION # / BRIGHTON ROAD,525635,162116,205,J608,0
4530,76673,490015407S1,ROSE HILL / ROSE HILL ROUNDABOUT,526023,166444,194,JA01,0
4533,75350,490011691A,CRANLEIGH GARDENS,525862,165677,10,J901,0
4538,74512,490004632S1,BURY STREET,533632,194513,216,U002,0
4539,77207,490004632N,BURY STREET,533703,194667,35,U002,0
4541,52172,490015329W,BAIRD ROAD,534456,196261,276,UJ08,0
4543,58959,490004332D,LOVE LANE,512069,189666,308,S604,0
4545,49739,490008401E,HOUNSLOW ROAD,510954,174489,73,N311,0
4546,56746,490010376S,NORTH HARROW POST OFFICE,513608,188795,148,S716,0
4547,54180,490010376N,NORTH HARROW POST OFFICE,513587,188801,328,S716,0
455,77665,490000112P,HOLBORN STATION <>,530523,181469,336,8018,0
4550,72070,490011017W,PINNER CEMETERY,512871,189240,279,S710,0
4551,77016,490011017E,PINNER CEMETERY,512913,189246,95,S710,0
4554,59228,490008395E,FRAMPTON ROAD,512119,175038,67,N807,0
4557,54175,490012215S,EAGLE LANE,540077,189171,187,XD04,0
4558,49875,490013776W1,HENLYS ROUNDABOUT,511325,176450,291,N514,0
4565,57391,490008395W,BARRACK ROAD,512038,174978,241,N807,0
4568,51912,490014493N,TWICKENHAM RD / WEST MIDDLESEX HOSPITAL,516336,176470,40,NA06,0
4570,53817,490010431S,HALLOWELL ROAD,509696,190789,200,PP05,0
4571,55241,490008322S,HOLY TRINITY SCHOOL,508247,191777,135,PN04,0
4573,51003,490007468E,THE AVENUE,508495,191565,132,PN03,0
4575,77979,490012241I,ALEXANDRA AVENUE,512612,180402,267,QG04,0
4576,59259,490012241J,SOUTHALL BROADWAY / ST GEORGES AVENUE,512659,180418,87,QG06,0
4578,57093,490008498W,IRON BRIDGE,514098,180246,276,QG11,0
4579,54201,40004402119D,WORPLE ROAD,504797,171011,288,8Z13,0
4580,49198,40004402119C,WORPLE ROAD,504874,170996,109,8Z13,0
4583,56408,40004402064D,SUNBURY CROSS,509848,170113,280,4Z03,0
4584,55508,40004402064C,SUNBURY CROSS,509897,170128,100,4Z03,0
4586,51958,40004402066A,WINDMILL ROAD,509366,170200,280,4Z05,0
4588,74526,40004402091B,CHERTSEY ROAD,508432,170373,283,4Z07,0
459,72146,490011360N,CEDARS ROAD,528511,175771,84,5603,0
4590,48859,490008177C,HIGH ROAD WEMBLEY,518034,185005,344,RP06,0
4592,75634,490000163B,NORTH WEMBLEY STATION #,517512,186219,83,RL01,0
460,56380,490011360W,CEDARS ROAD,528628,175773,253,5603,0
46008,58342,490006308J,EARLSTHORPE ROAD,535739,171493,23,2P10,0
46009,75536,490006308M,EARLSTHORPE ROAD,535752,171488,203,2P10,0
4601,71603,490012049E,EAST SHEEN,520420,175378,68,M303,0
46010,76414,490004593K,BURGHILL ROAD,535873,171752,12,2P09,0
46011,51199,490004593L,BURGHILL ROAD,535895,171816,186,2P09,0
46012,47609,490005920N,DACRES ROAD,535910,172133,1,2P08,0
46013,77242,490005920S,DACRES ROAD,535923,172127,184,2P08,0
46014,74605,490008481N,INGLEMERE ROAD,535882,172403,351,2N28,0
46015,56712,490008481S,INGLEMERE ROAD,535898,172384,171,2N28,0
46016,76190,490005278E,CHURCHLEY ROAD,534953,171991,66,2Q12,0
46017,74275,490005278W,CHURCHLEY ROAD,534902,171962,247,2Q12,0
46018,54943,490005576W,COOMBE ROAD,534577,171985,278,2Q13,0
46019,71411,490005576E,COOMBE ROAD,534610,171987,98,2Q13,0
4602,49645,490012049W,EAST SHEEN,520414,175359,248,M303,0
46020,58609,490013129W,SYDENHAM HILL ESTATE,534379,172024,280,2Q14,0
46021,48671,490013129UB,SYDENHAM HILL ESTATE,534424,172034,102,2Q14,0
46022,57266,490004742W,CANBURY MEWS,534188,172057,258,2Q15,0
46023,52906,490004742E,CANBURY MEWS,534216,172075,81,2Q15,0
4603,47935,490011184W,PRIESTS BRIDGE,521370,175464,267,5U10,0
4606,51369,490003628WR,BARNES / RED LION,522375,176657,14,M404,0
4607,50637,490005298WS,CHURCH ROAD / RED LION,522415,176554,153,M403,0
4608,76154,490009353N,LONSDALE ROAD,522743,177731,32,M408,0
4609,52791,490009353S,LONSDALE ROAD,522766,177744,212,M408,0
461,49306,490009291A,Z S L LONDON ZOO,528134,183667,257,8G02,0
4610,72318,490015272BJ,BRICKLAYER'S ARMS / TOWER BRIDGE ROAD,533101,179092,227,3G01,0
4611,73343,490010555G,OLD FORD ROAD,534931,183007,346,BA05,0
4612,47752,490000022C,BETHNAL GREEN STATION <>,534980,182673,351,BA04,0
46127,48468,490008682S,WESTERHAM ROAD / KESTON COMMON,541914,163913,221,FC10,0
4613,58619,490000022A,BETHNAL GREEN STATION <>,534989,182814,176,BA01,0
4614,51760,490003638E,BARNET GROVE,534165,182579,76,BA13,0
4615,53068,490000022D,BETHNAL GREEN STATION <>,534896,182735,74,BA16,0
4616,71078,490007242W,GLOBE ROAD,535340,182825,237,BB03,0
462,56225,490009291B,ALBERT TERRACE / LONDON ZOO,528058,183722,345,8G02,0
4622,50378,490013761W,TRAFALGAR AVENUE,533885,178152,298,3J02,0
4627,49816,490002029T,DEPTFORD BRIDGE [DLR],537384,176899,280,GL04,0
4629,50064,490009107W,LEWISHAM COLLEGE,537235,176221,296,2303,0
4631,74439,490009689S,MARQUIS OF GRANBY,536582,177042,81,2109,0
4637,55674,490013580M,HALF ACRE ROAD,515277,180149,74,Q701,0
4639,77705,490000063U,EALING COMMON STATION <>,518943,180408,295,QB04,0
464,76563,490009076F,LEIGHAM COURT ROAD,530263,172573,197,4N01,0
4643,57758,490008189W,HIGH STREET NORTH,542139,185570,238,AH02,0
4644,51424,490008189E,HIGH STREET NORTH,542005,185488,54,AH01,0
4645,74978,490009219E,LITTLE ILFORD LANE,542948,186034,60,AH06,0
4647,50557,490006946S,FORTIS GREEN,527285,189503,168,TW03,0
4651,56867,490013254I,FAIRLAWN AVENUE,527278,189355,5,TW02,0
4653,56926,490015488M,ATHENAEUM ROAD,526408,194036,167,TL04,0
4655,56807,490004174E,BOTHWELL STREET,523848,177565,99,6G04,0
466,58192,490003758N,BECMEAD AVENUE,530169,172032,204,4U05,0
4662,77029,490012108E,SHOOTERS HILL ROAD / ACADEMY ROAD,542723,176716,104,GA11,0
4663,52568,490008478W,WEYMAN ROAD,541356,177053,282,GJ10,0
4664,57721,490008478E,WEYMAN ROAD,541419,177050,102,GJ10,0
4670,53612,490009859N,MIDDLETON ROAD,533486,184258,3,D402,0
4678,59548,490007273K,GOLDHAWK ROAD / YOUNG'S CORNER,521879,178609,265,NG01,0
468,49314,490012761U,ST LEONARD'S CHURCH,530034,171597,180,4U09,0
4682,73047,490008990Q,LATYMER COURT,523781,178645,266,6907,0
4683,73200,490005491W,SCRUBS LANE,522451,182966,252,RF19,0
4684,71477,490005491E,SCRUBS LANE,522440,182977,72,RF19,0
469,55900,490000233A,TOOTING BEC STATION <>,527998,172370,129,5F06,0
4690,59014,490010331W,NORTH CIRCULAR ROAD,523899,188486,320,T601,0
4691,72911,490012888N,ST PETER'S CHURCH,518501,192535,322,SD14,0
4692,55782,490010331E,NORTH CIRCULAR ROAD,523928,188470,135,T601,0
4694,72139,490012609N,STATION ROAD,522111,187931,326,T807,0
4695,51226,490008552S,ST PETER'S CHURCH,518505,192547,142,SD14,0
470,73228,490000233E,TOOTING BEC STATION <>,528071,172316,284,5F07,0
47001,47001,490006380F,EAST STREET,532346,178208,163,3C02,0
4705,54310,490005160N,CHILDS HILL / CRICKLEWOOD LANE,525047,186362,3,T307,0
4709,47713,490008162S,HIGHGATE WOOD,528160,188383,123,9112,0
4710,71799,490012363N,MUSWELL HILL ROAD,528430,188189,304,9111,0
4711,76171,490003208E,ALEXANDRA GROVE,531853,187231,37,D801,0
4714,57040,490004278S,BRECKNOCK ROAD,529868,185046,215,8K05,0
4715,74560,490003569N1,NEWINGTON GREEN ROAD / BALLS POND ROAD,532752,184863,24,CE12,0
4716,48616,490000007X,ANGEL STATION <>,531494,183373,27,CD01,0
4717,48570,490015053C,TUFNELL PARK STATION <>,529172,185923,193,CH23,0
4720,55859,490004718W,CAMDEN ROAD,529778,184820,311,8K17,0
4725,50617,490004362S1,BRIXTON WATER LANE,530805,174694,200,4.00E+06,0
4726,72478,490009373N1,LOUGHBOROUGH ROAD,531191,176202,357,4F07,0
4727,76061,490009373S1,LOUGHBOROUGH ROAD,531203,176221,177,4B01,0
4729,71633,490000223G,STOCKWELL STATION <>,530440,176418,34,4A02,0
4730,52786,490008642J,ST MARK'S CHURCH,531266,177404,200,4806,0
4734,53139,490000172C,OVAL STATION <>,531136,177636,143,4801,0
4736,47779,490008645X,KENNINGTON PARK POST OFFICE,531300,177914,138,4804,0
4738,77175,490004404S,BROCKWELL PARK GARDENS,531793,173616,196,4M06,0
474,54460,490012924S,STREATHAM COMMON / GREYHOUND LANE,530227,170783,160,4T10,0
4741,74644,490009420W,LOWER MARSH,531002,179534,293,4302,0
4742,56455,490009420E,LOWER MARSH,530968,179583,138,4302,0
4744,48657,490005646G,COUNTY HALL,530822,179811,201,4003,0
4745,77643,490005646F,COUNTY HALL,530813,179829,25,4003,0
4747,59590,490003438S2,ASHGROVE ROAD,538999,171129,154,2.00E+02,0
4748,51776,490003438S1,ASHGROVE ROAD,538975,171139,335,2.00E+02,0
4749,54902,490012286N1,GREEN MAN COMMUNITY HUB,538457,171625,292,2H02,0
4750,73684,490009072E,LEE VALLEY ICE CENTRE,535711,186739,54,D911,0
4752,77489,490009113HJ,LEWISHAM PARK,537943,174738,11,2902,0
4759,71336,490009130L,HIGH ROAD LEYTON / BAKERS ARMS,537770,188096,224,YD13,0
476,74411,490013655R,ROBSON ROAD / NORWOOD ROAD,531972,172232,256,4Q12,0
4760,72578,490009668W,MARKHOUSE ROAD,537031,187603,238,YJ01,0
4761,72784,490009140S,LEYTONSTONE HIGH ROAD / THATCHED HOUSE,539131,185724,162,YM18,0
477,77624,490013477Y,SOUTHAMPTON ROW / THEOBALD'S ROAD,530403,181739,323,8019,0
4770,51659,490013195J,BANK STATION <> / QUEEN VICTORIA STREET,532515,181059,66,1504,0
4773,51725,490010713E,PADDINGTON GREEN POLICE STATION,526955,181719,89,4,0
4774,74179,490010713F,PADDINGTON GREEN POLICE STATION,526952,181681,273,4,0
4775,76908,490007865H,WESTMINSTER REGISTRATION OFFICE,524953,182075,282,0P04,0
478,54888,490013655Q,ROBSON ROAD / NORWOOD ROAD,531947,172235,76,4Q12,0
4783,76889,490015419H,PENGE / PAWLEYNE ARMS,535543,170055,219,FM17,0
4789,47771,490000011A,BAKER STREET STATION <>,527890,182093,163,702,0
4790,48128,490013600C,ALBANY STREET,528834,182251,357,8211,0
4796,75696,490019675D,EUSTON ROAD,528842,182349,178,8211,0
4797,76585,490013046M,EDGWARE ROAD / PRAED STREET,527173,181593,136,1,0
4798,77454,490012747E,ST JOHN'S WOOD ROAD,526433,182408,144,0U01,0
48,75884,490005186S1,SHIRLAND ROAD,525223,182550,204,0P03,0
480,57940,490013656C,THURLOW PARK ROAD,531729,173091,200,4M04,0
4803,52057,490000144L,MARBLE ARCH STATION <>,528006,181031,78,602,0
4804,47715,490009359S,LORD'S CRICKET GROUND,527060,182893,142,0Q01,0
4805,73868,490000152K,MORNINGTON CRESCENT STATION <>,529315,183411,246,8M10,0
4807,47763,490006368N,EASTMAN DENTAL HOSPITAL,530690,182443,332,8802,0
4813,47088,490010846N,PRINCE ALBERT ROAD / LONDON ZOO,528640,183380,343,8L03,0
4816,55768,490005524F,SHOREDITCH HIGH STREET STATION #,533428,182120,19,D001,0
4824,53500,490010255E,NEW ROAD,534526,181328,92,B908,0
4825,75998,490007341E,REGENTS CANAL,536273,182430,58,BE06,0
4826,76652,490000146C,MILE END STATION <>,536513,182534,246,BE07,0
4828,73271,4.90E+09,STEPNEY GREEN STATION <>,535591,182126,68,B507,0
4829,71599,490015074Z,TOWER HILL / TOWER GATEWAY STATION [DLR],533820,180748,212,B202,0
4832,71591,490000142H,MANOR HOUSE STATION <>,532110,187498,237,D803,0
4833,48850,490000142D,MANOR HOUSE STATION <>,532124,187535,52,D803,0
4836,54486,490015851S,RIO CINEMA,533546,185241,3,D602,0
4837,49834,490015513L,TOOTING BROADWAY STATION <>,527405,171410,35,5.00E+03,0
4838,57172,490001139HO,HARRINGAY GREEN LANES STATION #,531838,188267,172,9A11,0
4839,55400,490001139HF,HARRINGAY GREEN LANES STATION #,531837,188188,352,9A11,0
484,48483,490010053S,MORVAL ROAD,531124,174723,168,4.00E+13,0
4840,54048,490009360S,LORDSHIP LANE,533917,190721,182,9D06,0
4842,53605,490019455S,STONEBRIDGE ROAD / SEVEN SISTERS STATION <> #,533586,188828,234,9H06,0
4844,72522,490014163W,HOE STREET / THE BELL,537501,189763,285,Y903,0
485,73113,490006879F,FLORENCE ROAD,537011,176986,286,2111,0
4857,50520,490010776E,PARK HILL,529765,175043,129,4J08,0
4858,56940,490001231G,PUTNEY STATION #,524003,175020,284,5S09,0
4859,47564,490006388N,MITCHAM LANE / SOUTHCROFT ROAD,528890,170522,43,5C08,0
486,77025,490006051E,DEPTFORD HIGH STREET,537113,176976,102,2111,0
4860,73829,490006388S,MITCHAM LANE / SOUTHCROFT ROAD,528991,170629,210,5C04,0
